EXERCICI,CODI ORGÀNIC,CODI DE PROGRAMA,CODI ECONÒMIC,SUBVENCIÓ,DESCRIPCIÓ,ENTITAT,IMPORT,DATA CONCESSIÓ
01/01/2014 12:00:00 AM,H461,23120,48001,Subvenció nominativa,"Subvenció nominativa projecte Centre d'Acollida i Formació Pius XII (Partida ""Subvenció càritas Pius XII"")",Càritas Diocesana de Terrassa,€1500.00,
01/01/2014 12:00:00 AM,H410,32314,48900,Subvenció nominativa,Subvenció nominativa,Casal del Mestre,€4200.00,
01/01/2014 12:00:00 AM,H414,33711,48201,Subvenció nominativa,Subvenció nominativa (Casal d'estiu “Aventura't i Belluga't”),Esplai Guai! de Palou,€5500.00,
01/01/2014 12:00:00 AM,H431,33430,48312,Subvenció nominativa,Subvenció nominativa (diferents activitats culturals),Esbart Dansaire de Granollers,€4320.00,
01/01/2014 12:00:00 AM,H431,33430,48304,Subvenció nominativa,Subvenció nominativa (Festa Major de Granollers: Sonorització i enllumenat d'actes de producció pròpia),Colla dels Blaus de Granollers,€13000.00,
01/01/2014 12:00:00 AM,H431,33430,48306,Subvenció nominativa,Subvenció nominativa (Realització actuacions i activitats 2014),Associació Castellera Xics de Granollers,€9000.00,
01/01/2014 12:00:00 AM,H431,33430,48311,Subvenció nominativa,Subvenció nominativa (diferents activitats culturals),Agrupació Excursionista de Granollers,€3000.00,
01/01/2014 12:00:00 AM,H431,33430,48303,Subvenció nominativa,Subvenció nominativa (Sonorització activitats Festa Major 2014),Colla dels Blancs de Granollers,€13000.00,
01/01/2014 12:00:00 AM,H462,23150,48900,Subvenció nominativa,Subvenció nominativa (Impressió de la revista mensual),Associació Ressó - Taller de comunicació de gent gran,€1050.00,07/08/2014
01/01/2014 12:00:00 AM,H241,92910,48607,Subvenció nominativa,,Institut Marocain pour le Développement Local (IMADEL),€15110.00,07/08/2014
01/01/2014 12:00:00 AM, H421,34150,48401,Subvenció nominativa,Promoció esportiva entitat i participació a diferents competicions,Esport Club Granollers,€28500.00,07/08/2014
01/01/2014 12:00:00 AM,H113,91220,48402,Subvenció nominativa,Promoció esportiva entitat i participació a diferents competicions,Esport Club Granollers,€9000.00,07/08/2014
01/01/2014 12:00:00 AM,H461,23110,48399,Subvenció nominativa,Subvenció nominativa “Projecte d'esmorzars per l'any 2014”,Parroquia de Sant Esteve-Centre d'Acolliment El Xiprer,€8000.00,07/08/2014
01/01/2014 12:00:00 AM,H461,23141,48804,Subvenció nominativa,Subvenció nominativa “Projecte de dinars per l'any 2014”,Parroquia de Sant Esteve-Centre d'Acolliment El Xiprer,€15000.00,07/08/2014
01/01/2014 12:00:00 AM,H460,23001,48900,Subvenció nominativa,"Subvenció nominativa “Projecte de Kits de suport social""",Creu Roja Assemblea de Granollers,€28000.00,
01/01/2014 12:00:00 AM,H461,23141,48802,Subvenció nominativa,"Subvenció nominativa projecte ""Esquitxa't""",Creu Roja Assemblea de Granollers,€10000.00,
01/01/2014 12:00:00 AM,H410,32001,48202,Subvenció nominativa,Subvenció extraordinària (Colònies a l'escola / pla lector),Escola Fàtima,€1446.19,
01/01/2014 12:00:00 AM,H410,32001,48202,Subvenció nominativa,Subvenció extraordinària (Sortides complementàries),Escola Ferrer i Guàrdia,€1546.19,10/07/2014
01/01/2014 12:00:00 AM,H410,32001,48202,Subvenció nominativa,Subvenció extraordinària (Sortides i material escolar),Escola Granullarius,€1622.38,10/07/2014
01/01/2014 12:00:00 AM,H410,32001,48202,Subvenció nominativa,Subvenció extraordinària (Tots els nens al teatre),Escola Joan Solans,€1646.19,10/07/2014
01/01/2014 12:00:00 AM,H410,32001,48202,Subvenció nominativa,Subvenció extraordinària (Accés material escolar),Escola Lledoner,€1372.38,10/07/2014
01/01/2014 12:00:00 AM,H410,32001,48202,Subvenció nominativa,Subvenció extraordinària (Tots hi anem),Escola Mestres Montaña,€1572.38,10/07/2014
01/01/2014 12:00:00 AM,H410,32001,48202,Subvenció nominativa,Subvenció extraordinària (Cap nen sense material ni sense participar),Escola Pau Vila,€1646.19,
01/01/2014 12:00:00 AM,H410,32001,48202,Subvenció nominativa,Subvenció extraordinària (Cohesió social),Escola Pereanton,€1546.19,
01/01/2014 12:00:00 AM,H410,32001,48202,Subvenció nominativa,Subvenció extraordinària (Material i llibres per a tothom),Escola Ponent,€2122.38,
01/01/2014 12:00:00 AM,H410,32001,48202,Subvenció nominativa,Subvenció extraordinària (Accés material i sortides),Escola Salvador Espriu,€1372.38,
01/01/2014 12:00:00 AM,H410,32001,48202,Subvenció nominativa,Subvenció extraordinària (Accés material didàctic),Associació Pedagógica Salvador Llobet,€1372.38,
01/01/2014 12:00:00 AM,H410,32001,48202,Subvenció nominativa,Subvenció extraordinària (Accés a les sortides),Institut Antoni Cumella,€1462.38,
01/01/2014 12:00:00 AM,H410,32001,48202,Subvenció nominativa,Subvenció extraordinària (Sortides pedagògiques),Institut Celestí Bellera,€1212.38,
01/01/2014 12:00:00 AM,H461,23141,48803,Subvenció nominativa,Subvenció nominativa “Restaurant social Gato Verde”,Fundació Privada APADIS,€6000.00,
01/01/2014 12:00:00 AM,H461,23140,48901,Subvenció nominativa,Subvenció nominativa “Alberg de Transeünts per l'any 2014”,Fundació Hospital Asil de Granollers,€9150.00,
01/01/2014 12:00:00 AM,H417,32512,48310,Subvenció nominativa,Subvenció nominativa projecte musical El conte de Nadal,Societat Coral Amics de la Unió,€3000.00,
01/01/2014 12:00:00 AM,H417,32512,48313,Subvenció nominativa,Subvenció nominativa Projecte Carles Riera 13-14,RUMB Associació Musical,€3000.00,
01/01/2014 12:00:00 AM,H417,32512,48308,Subvenció nominativa,Subvenció nominativa Projecte Carles Riera 13-14,Associació Amics de l'Orquestra de Cambra de Granollers,€3000.00,
01/01/2014 12:00:00 AM,H421,34150,48404,Subvenció nominativa,Subvenció nominativa -48è Cross Internacional Ciutat Granollers,Club Atlètic Granollers,€5000.00,
01/01/2014 12:00:00 AM,H241,92910,48606,Subvenció nominativa,"Subvenció nominativa projectes núm.2664, 2666, 2695, 2742",Fons Català de Cooperació al Desenvolupament,€27100.00,
01/01/2014 12:00:00 AM,H461,23141,48900,Subvenció nominativa,Subvenció nominativa (projecte assessorament OFIMEH),Col.legi d'Advocats de Granollers,€4151.28,
01/01/2012 12:00:00 AM,H421,34150,48402,Subvenció nominativa,Subvenció nominativa temporada 2012,Esport Club Granollers,€28500.00,05/02/2012
01/01/2013 12:00:00 AM,H461,23110,48399,Subvenció nominativa,Subvenció nominativa,El Xiprer,€9000.00,
01/01/2013 12:00:00 AM,H431,33430,48305,Subvenció nominativa,"Subvenció nominativa excepcional, activitat sardanista 2013",Agrupació Sardanista de Granollers,€13770.00,
01/01/2013 12:00:00 AM,H250,23230,48603,Subvenció nominativa,Subvenció nominativa,Càritas Diocesana de Barcelona,€3000.00,
01/01/2013 12:00:00 AM,H421,34150,48405,Subvenció nominativa,Subvenció nominativa exercici 2013,Club Bàsquet Granollers,€65000.00,
01/01/2013 12:00:00 AM,H421,34150,48402,Subvenció nominativa,Subvenció nominativa exercici 2013,Esport Club Granollers,€28500.00,
01/01/2013 12:00:00 AM,H113,91220,48402,Subvenció nominativa,Subvenció nominativa exercici 2013,Esport Club Granollers,€9000.00,
01/01/2013 12:00:00 AM,H431,33430,48309,Subvenció nominativa,Subvenció extraordinària i nominativa per diferents projectes,Associació Cultural de Granollers,€4500.00,
01/01/2013 12:00:00 AM,H431,33810,48304,Subvenció nominativa,Subv.nominativa i extraordinària (Activitats festa major 2013),Colla dels Blaus,€13000.00,06/11/2013
01/01/2013 12:00:00 AM,H431,33810,48303,Subvenció nominativa,Subv.nominativa i extraordinària (Activitats festa major 2013),Colla dels Blancs,€13000.00,06/11/2013
01/01/2013 12:00:00 AM,H431,33430,48306,Subvenció nominativa,Subv.nominativa i extraordinària (Activitat castellera 2013),Associació Castellera Xics de Granollers,€6750.00,06/11/2013
01/01/2013 12:00:00 AM,H421,34150,48900,Subvenció nominativa,Subvenció directa Granollers Cup 2013,Club Balonmano Granollers,€5000.00,
01/01/2013 12:00:00 AM,H250,23230,48602,Subvenció nominativa,Prórroga conveni subvenció nominativa -Pla d'Acollida,Associació Amics de l'Àfrica,€5000.00,
01/01/2013 12:00:00 AM,H461,23110,48602,Subvenció nominativa,Prórroga conveni subvenció nominativa -Serveis Socials,Associació Amics de l'Àfrica,€3900.00,
01/01/2013 12:00:00 AM,H410,32001,48602,Subvenció nominativa,Prórroga conveni subvenció nominativa -Educació,Associació Amics de l'Àfrica,€2700.00,
01/01/2013 12:00:00 AM,H403,23210,48602,Subvenció nominativa,Prórroga conveni subvenció nominativa -Pla Igualtat oportunitats,Associació Amics de l'Àfrica,€930.00,
01/01/2013 12:00:00 AM,H421,34150,48403,Subvenció nominativa,Subvenció nominativa (Organització Mitja Marató),Associació Esportiva La Mitja,€9000.00,
01/01/2013 12:00:00 AM,H461,23141,48802,Subvenció nominativa,Subvenció nominativa complementària,El Xiprer,€15000.00,
01/01/2013 12:00:00 AM,H461,23320,48002,Subvenció nominativa,Subvenció nominativa (activitats suport discapacitats intel.lec.),APADIS,€4500.00,
01/01/2013 12:00:00 AM,H461,23141,48803,Subvenció nominativa,Subvenció nominativa complementària,APADIS,€6000.00,
01/01/2013 12:00:00 AM,H461,23140,48801,Subvenció nominativa,Subvenció nominativa (activitats suport persones risc social),Assemblea Comarcal Creu Roja Granollers,€4500.00,
01/01/2013 12:00:00 AM,H461,23141,48801,Subvenció nominativa,Subvenció nominativa complementària,Assemblea Comarcal Creu Roja Granollers,€10000.00,
01/01/2013 12:00:00 AM,H160,24100,48905,Subvenció nominativa,E.s.f.l. Promoció econòmica,UGT,€5000.00,
01/01/2013 12:00:00 AM,H160,24100,48905,Subvenció nominativa,E.s.f.l. Promoció econòmica,CCOO,€5000.00,
01/01/2013 12:00:00 AM,H421,34150,48900,Subvenció nominativa,Subvenció extraordinària (15è aniversari de la Granollers CUP),Club Balonmano Granollers,€10000.00,
01/01/2013 12:00:00 AM,H421,34150,48404,Subvenció nominativa,Subvenció nominativa (Cros Internacional de Catalunya Ciutat de Granollers),Club Atlètic Granollers,€5000.00,
01/01/2013 12:00:00 AM,H431,33430,48900,Subvenció nominativa,Subvenció directa extraordinària (Viatge Luxemburg),Coral Amics de la Unió,€2970.00,11/12/2013
01/01/2013 12:00:00 AM,H421,34150,48401,Subvenció nominativa,Organització del Torneig Internacional 2013,Club Balonmano Granollers,€5000.00,
01/01/2013 12:00:00 AM,H421,34150,48900,Subvenció nominativa,Subvenció extraordinària (Campionat Espanya Cadet'13),Club Atlètic Granollers,€2000.00,12/10/2013
01/01/2013 12:00:00 AM,H452,31330,48700,Subvenció nominativa,"Subvenció excepcional (Campanya ""Posa't la gorra"" 2013)",Associació de familiars de nens i nenes amb malaltia oncològica de Catalunya (AFANOC),€500.00,12/10/2013
01/01/2013 12:00:00 AM,H421,34150,48900,Subvenció nominativa,Subvenció extraordinària (2a edició del Tast de la Mitja),Associació Esportiva la Mitja,€8000.00,12/10/2013
01/01/2013 12:00:00 AM,H421,34150,48900,Subvenció nominativa,Subvenció extraordinària (Torneig Voleibol femení Getxo 2013),Associació Esportiva Carles Vallbona,€3000.00,12/10/2013
01/01/2013 12:00:00 AM,H441,33722,48900,Subvenció nominativa,Subvenció directa extraordinària (revetlla de cap d'any),Jovent Ignorat de Joves Granollers,€2650.00,
01/01/2013 12:00:00 AM,H461,23330,48100,Subvenció nominativa,Ajut pagament transport al Centre Xavier Quincoces 2013-2014,Ajuts transport adaptat a tallers Xavier Quincoces,€16000.00,
01/01/2012 12:00:00 AM,H113,91220,48401,Subvenció nominativa,Subvenció nominativa per al foment i la promoció de l'esport (2013),Club Balonmano Granollers,€100000.00,
01/01/2012 12:00:00 AM,H431,33430,48309,Subvenció nominativa,Conveni any 2012,Associació Cultural de Granollers,€4500.00,
01/01/2012 12:00:00 AM,H431,33810,48303,Subvenció nominativa,Subvenció any 2012,Blancs de Granollers,€13000.00,
01/01/2012 12:00:00 AM,H431,33810,48304,Subvenció nominativa,Conveni any 2012,Blaus de Granollers,€13000.00,
01/01/2012 12:00:00 AM,H421,34150,48403,Subvenció nominativa,Subvenció La Mitja Marató 2012,Associació Esportiva La Mitja,€9000.00,
01/01/2012 12:00:00 AM,H421,34150,48405,Subvenció nominativa,Subvenció despeses de funcionament any 2012,Club Bàsquet Granollers,€70300.00,
01/01/2012 12:00:00 AM,H431,33430,48305,Subvenció nominativa,Subvenció any 2012,Agrupació Sardanista de Granollers,€13770.00,
01/01/2012 12:00:00 AM,H452,31330,48701,Subvenció nominativa,Aportació en el marc de la prórroga pel 2012 del conveni de col.laboració per activitats i atenció a malalts oncològics,Fundació Oncovallès,€1000.00,
01/01/2012 12:00:00 AM,H411,32410,48900,Subvenció nominativa,Subvenció projectes educatius per al curs escolar 2011/2012,Fundació Privada Cultural de Granollers AC,€50500.00,
01/01/2012 12:00:00 AM,H431,33430,48306,Subvenció nominativa,Subvenció any 2012,Associació Castellera Xics de Granollers,€6750.00,
01/01/2012 12:00:00 AM,H414,33711,48201,Subvenció nominativa,Organització casal d'estiu 2012,Esplai Guai de Palou,€5500.00,
01/01/2012 12:00:00 AM,H414,33711,48201,Subvenció nominativa,Organització casal d'estiu 2012,Esplai Guai de Palou,€-1833.00,07/03/2012
01/01/2012 12:00:00 AM,H410,32314,48900,Subvenció nominativa,Ajut econòmic per programes educatius 2012,Casal del Mestre,€4700.00,
01/01/2012 12:00:00 AM,H418,32140,48900,Subvenció nominativa,Subvenció per a projectes educatius 2012,AMPA Escola Salvador Llobet,€2000.00,
01/01/2012 12:00:00 AM,H250,23230,48399,Subvenció nominativa,"Conveni subvencional amb Càritas parroquial, de suport a accions d'atenció a les persones i famílies en especial situació de risc d'exclusió",Parròquia Sant Esteve de Granollers,€8000.00,06/05/2012
01/01/2012 12:00:00 AM,H250,23230,48602,Subvenció nominativa,Conveni subvencional Pla d'Acollida,Associació Amics de l'Àfrica (prórroga),€5000.00,06/12/2012
01/01/2012 12:00:00 AM,H461,23110,48602,Subvenció nominativa,Aportació conveni Amics de l'Àfrica 2012,Associació Amics de l'Àfrica,€3900.00,06/12/2012
01/01/2012 12:00:00 AM,H403,23210,48602,Subvenció nominativa,Aportació conveni Amics de l'Àfrica 2012,Associació Amics de l'Àfrica,€930.00,06/12/2012
01/01/2012 12:00:00 AM,H410,32001,48602,Subvenció nominativa,Conveni Amics de l'Àfrica – Educació,Associació Amics de l'Àfrica,€2700.00,06/12/2012
01/01/2012 12:00:00 AM,H417,32511,48310,Subvenció nominativa,Subvenció projecte musical Carles Riera,Societat Coral Amics de la Unió,€6000.00,07/03/2012
01/01/2012 12:00:00 AM,H417,32511,48310,Subvenció nominativa,Aportació econòmica per al projecte de ciutat Carles Riera,Associació Amics de l'O.C.G.R.,€10000.00,07/10/2012
01/01/2012 12:00:00 AM,H460,23001,48001,Subvenció nominativa,Ajut econòmic extraordinari en el marc del conveni de col.laboració per a la promoció del voluntariat social 2012,Creu Roja Espanyola – Assemblea local,€10000.00,07/10/2012
01/01/2012 12:00:00 AM,H461,23140,48003,Subvenció nominativa,Ajut econòmic extraordinari a El Xiprer,Parròquia Sant Esteve de Granollers,€10000.00,10/09/2012
01/01/2012 12:00:00 AM,H461,23320,48002,Subvenció nominativa,Ajut econòmic extraordinari a APADIS,APADIS,€6000.00,10/09/2012
01/01/2012 12:00:00 AM,H160,24100,48905,Subvenció nominativa,Subvencions ESFL Promoció econòmica any 2012,UGT Catalunya,€5000.00,
01/01/2012 12:00:00 AM,H160,24100,48905,Subvenció nominativa,Subvencions ESFL Promoció econòmica any 2012,CCOO,€5000.00,
01/01/2012 12:00:00 AM,H113,91220,48401,Subvenció nominativa,Subvenció Club Balonmano Granollers,Club Balonmano Granollers,€100000.00,
01/01/2012 12:00:00 AM,H421,34150,48401,Subvenció nominativa,Subvenció torneig internacional 2012,Club Balonmano Granollers,€5000.00,
01/01/2012 12:00:00 AM,H421,34150,48404,Subvenció nominativa,Subvenció Cros Internacional de Catalunya,Club Atlètic Granollers,€8550.00,
01/01/2012 12:00:00 AM,H461,23330,48100,Subvenció nominativa,Ajuts transport adaptat a Taller Xavier Quincoces curs 2012/2013,Ajuts transport adaptat a tallers Xavier Quincoces,€16000.00,
01/01/2012 12:00:00 AM,H461,23140,48003,Subvenció nominativa,Ajut econòmic extraordinari a El Xiprer,Parròquia Sant Esteve de Granollers,€4000.00,
01/01/2012 12:00:00 AM,H461,23140,48004,Subvenció nominativa,Ajut econòmic extraordinari a Creu roja de Granollers,Creu Roja Espanyola – Assemblea local,€10691.00,
01/01/2015 12:00:00 AM,H113,91220,48401,Subvenció nominativa,,Club Balonmano Granollers,,
01/01/2015 12:00:00 AM,H421,34150,48401,Subvenció nominativa,,Club Balonmano Granollers,,
01/01/2015 12:00:00 AM,H421,34150,48414,Subvenció nominativa,,Club Balonmano Granollers,,
01/01/2015 12:00:00 AM,H421,34150,48411,Subvenció nominativa (per a realització de l'activitat ordinària ),,Associació Esportiva Carles Vallbona,,
01/01/2015 12:00:00 AM,H421,34150,48405,Subvenció nominativa (participació en diferents competicions),,Club Bàsquet Granollers,,
01/01/2015 12:00:00 AM,H421,34150,48426,Subvenció nominativa (per a realització de l'activitat ordinària ),,Club Petanca Granollers,,
01/01/2015 12:00:00 AM,H421,34150,48425,Subvenció nominativa (per a realització de l'activitat ordinària ),,Unió Subaquàtica de Granollers (UNISUB),,
01/01/2015 12:00:00 AM,H411,32610,48301,Subvenció nominativa (programació d'activitats d'Arts Escèniques i musicals adreçades a escolars),,Fundació Privada Cultural de Granollers AC,,
01/01/2015 12:00:00 AM,H431,33430,48305,Subvenció nominativa (ballades de sardanes 2015),,Agrupació Sardanista de Granollers,,
01/01/2015 12:00:00 AM,H421,34150,48408,Subvenció nominativa (per a realització de l'activitat ordinària),,Agrupació Excursionista Granollers,,
01/01/2015 12:00:00 AM,H431,33810,48311,Subvenció nominativa sonorització Festa Major Blanca 2015,,Colla dels Blancs de Granollers,,
01/01/2015 12:00:00 AM,H410,32715,48203,Subvenció nominativa (per a realització de l'activitat ordinària),,Casal del Mestre,,
01/01/2015 12:00:00 AM,H421,34150,48402,Subvenció nominativa (per a realització de l'activitat ordinària),,Esport Club Granollers,,
01/01/2015 12:00:00 AM,H113,91220,48402,Subvenció nominativa (per a realització de l'activitat ordinària),,Esport Club Granollers,,
01/01/2015 12:00:00 AM,H421,34150,48412,Subvenció nominativa (per a realització de l'activitat ordinària),,Associació Granollers Esportiva,,
01/01/2015 12:00:00 AM,H421,34150,48417,Subvenció nominativa (XXXV Rutes del Montseny),,Club Ciclista Granollers,,
01/01/2015 12:00:00 AM,H431,33430,48324,Subvenció nominativa (organització d'activitats 2015),,Esbart Dansaire de Granollers,,
01/01/2015 12:00:00 AM,H250,23170,48522,"Subvenció nominativa (""Conveni Amics d'Àfrica Pla d'Acollida"")",,Associació Cultural Amics de l'Àfrica del Vallès Oriental ,,05/05/2015
01/01/2015 12:00:00 AM,H461,23170,48522,"Subvenció nominativa (Conveni Amics de l'Àfrica Serveis Socials"")",,Associació Cultural Amics de l'Àfrica del Vallès Oriental ,,05/05/2015
01/01/2015 12:00:00 AM,H410,32001,48522,"Subvenció nominativa (""Conveni Amics de l'Àfrica Educació"")",,Associació Cultural Amics de l'Àfrica del Vallès Oriental ,,05/05/2015
01/01/2015 12:00:00 AM,H403,23180,48522,Subvenció nominativa (Conveni Amics Àfrica Pla Igualtat d'oportunitats),,Associació Cultural Amics de l'Àfrica del Vallès Oriental ,,05/05/2015
01/01/2015 12:00:00 AM,H431,33430,48301,Subvenció nominativa (activitats de cinema any 2015),,Associació Cultural de Granollers,,05/05/2015
01/01/2015 12:00:00 AM,H431,33430,48302,Subvenció nominativa (activitats i projectes culturals 2015),,Agrupació Excursionista de Granollers,,05/12/2015
01/01/2015 12:00:00 AM,H315,13300,48800,Subvenció nominativa (promoció de l'ús de la bicicleta),,Associació Granollers Pedala,,
01/01/2015 12:00:00 AM,H431,33810,48312,Subvenció nominativa (sonorització i enllumenat actes Festa),,Colla dels Blaus de Granollers,,
01/01/2015 12:00:00 AM,H250,23170,48701,"Subvenció nominativa (projecte ""Centre d'Acollida i Formació Pius XII"")",,Càritas Diocesana,,
01/01/2015 12:00:00 AM,H461,23120,48701,"Subvenció nominativa (projecte ""Centre d'Acollida i Formació Pius XII"")",,Càritas Diocesana,,
01/01/2015 12:00:00 AM,H421,34112,48457,Subvenció nominativa (aportació de material esportiu),,Club Esgrima Granollers ,,
01/01/2015 12:00:00 AM,H421,34112,48455,Subvenció nominativa (aportació de material esportiu),,Club Bàsquet Granollers,,
01/01/2015 12:00:00 AM,H421,34112,48454,Subvenció nominativa (aportació de material esportiu),,Club Balonmano Granollers,,
01/01/2015 12:00:00 AM,H421,34112,48451,Subvenció nominativa (aportació de material esportiu),,Associació Esportiva Carles Vallbona,,
01/01/2015 12:00:00 AM,H421,34112,48456,Subvenció nominativa (aportació de material esportiu),,Club Atlètic Granollers,,
01/01/2015 12:00:00 AM,H421,34112,48453,Subvenció nominativa (aportació de material esportiu),,Associació Patinatge Artístic de Granollers,,06/02/2015
01/01/2015 12:00:00 AM,H431,33430,48314,Subvenció nominativa (realització activitats i projectes culturals),,"Associació Castellera Xics de Granollers,",,06/09/2015
01/01/2015 12:00:00 AM,H441,33722,48202,Subvenció nominativa (campament Setmana Santa i festa de cel.lebració dels 35 anys de l'esplai),,Esplai Guai! de Palou,,06/09/2015
01/01/2015 12:00:00 AM,H421,34150,48404,Subvenció nominativa (49è Cros Internacional),,Club Atlètic Granollers,,
01/01/2015 12:00:00 AM,H421,34150,48416,Subvenció nominativa (per a realització de l'activitat ordinària),,Club Atlètic Granollers,,
01/01/2015 12:00:00 AM,H421,34150,48403,Subvenció nominativa (cel.lebració de La Mitja Marató),,Associació Esportiva La Mitja ,,
01/01/2015 12:00:00 AM,H421,34150,48419,Subvenció nominativa (per a realització de l'activitat ordinària),,Club de Futbol Finsobe,,
01/01/2015 12:00:00 AM,H421,34112,48452,Subvenció nominativa (aportació de material esportiu),,Esport Club Granollers,,
01/01/2015 12:00:00 AM,H431,33430,48315,Subvenció nominativa (realització d'activitats durant l'any 2015),,Diables de Granollers,,07/07/2015
01/01/2015 12:00:00 AM,H414,33711,48203,Subvenció nominativa (Casal destiu Casal escolta juliol 2015),,Agrupament Escolta i Guia Sant Esteve de Granollers,,
01/01/2015 12:00:00 AM,H414,33711,48323,Subvenció nominativa (casal Estades musicals juliol 2015),,Societat Coral Amics de la Unió de Granollers,,
01/01/2015 12:00:00 AM,H414,33711,48202,Subvenció nominativa (casal Aventura't I Belluga't juliol 2015),,Esplai GuaiI! De Palou,,
01/01/2015 12:00:00 AM,H431,33430,48305,Subvenció nominativa (realització d'activitats durant l'any 2015),,Ateneu de Granollers,,
01/01/2015 12:00:00 AM,H431,33430,48317,Subvenció nominativa (realització d'activitats durant l'any 2015),,Drac de Granollers,,
01/01/2015 12:00:00 AM,H431,33430,48316,Subvenció nominativa (realització d'activitats durant l'any 2015),,Amics dels Gegants i Capgrossos de Granollers,,
01/01/2015 12:00:00 AM,H431,33430,48304,Subvenció nominativa (Festa de les Lletres Catalanes V.O.'15),,Òmnium Cultural de Granollers,,
01/01/2015 12:00:00 AM,H441,33722,48253,Subvenció nominativa (campaments d'estiu any 2015),,Colònies Sant Esteve,,
01/01/2015 12:00:00 AM,H462,23140,48707,Subvenció nominativa (impressió revista mensual),,Associació Ressó-Taller de comunicació de gent gran,,
01/01/2015 12:00:00 AM,H421,34150,48418,Subvenció nominativa (per a realització de l'activitat ordinària),,Club de Futbol Ponent,,
01/01/2015 12:00:00 AM,H421,34150,48409,Subvenció nominativa (per a realització de l'activitat ordinària),,Associació Esportiva Escolar Celestí Bellera,,
01/01/2015 12:00:00 AM,H441,33722,48253,Subvenció nominativa (projecte Pardals TV any 2015),,Parròquia de Sant Esteve,,
01/01/2016 12:00:00 AM,J1110,91220,48401,Nominativa,Subvenció CBM Granollers per la participació del club sènior masculí a la Lliba Bauhaus Asobal,Club Balonmano Granollers,,26/01/2016
01/01/2016 12:00:00 AM,J4311,33430,48325,Nominativa,Ballades de sardanes,Agrupació Sardanista de Granollers,,15/03/2016
01/01/2016 12:00:00 AM,J4311,33810,48311,Nominativa,Sonorització Festa Major Blanca 2016,Colla dels Blancs,,12/04/2016
01/01/2016 12:00:00 AM,J4311,33430,48305,Nominativa,"Debats, Dia del cinema, Sant Jordi-lectura de poemes, Festa del vi",Ateneu de Granollers,,12/04/2016
01/01/2016 12:00:00 AM,J4311,33430,48301,Nominativa,"Sessions habituals, Dimarts singulars, Petit cineclub, Cinema a la fresca, Cineastes de Granollers",Associació Cultural de Granollers,,12/04/2016
01/01/2016 12:00:00 AM,J4101,32610,48301,Nominativa,Desenvolupament programació activitats Arts escèniques i musicals adreçades a escolars,Fundació Privada Cultural de Granollers AC,,19/04/2016
